  0.00000000E+00 -0.43713919E+01
  0.10081130E-01 -0.43735135E+01
  0.20162259E-01 -0.43798565E+01
  0.30243389E-01 -0.43903524E+01
  0.40324518E-01 -0.44048896E+01
  0.50405648E-01 -0.44233178E+01
  0.60486778E-01 -0.44454536E+01
  0.70567907E-01 -0.44710860E+01
  0.80649037E-01 -0.44999832E+01
  0.90730166E-01 -0.45318986E+01
  0.10081130E+00 -0.45665767E+01
  0.11089243E+00 -0.46037583E+01
  0.12097356E+00 -0.46431852E+01
  0.13105468E+00 -0.46846038E+01
  0.14113581E+00 -0.47277677E+01
  0.15121694E+00 -0.47724408E+01
  0.16129807E+00 -0.48183980E+01
  0.17137920E+00 -0.48654270E+01
  0.18146033E+00 -0.49133286E+01
  0.19154146E+00 -0.49619169E+01
  0.20162259E+00 -0.50110200E+01
  0.21170372E+00 -0.50604793E+01
  0.22178485E+00 -0.51101493E+01
  0.23186598E+00 -0.51598975E+01
  0.24194711E+00 -0.52096036E+01
  0.25202824E+00 -0.52591596E+01
  0.26210937E+00 -0.53084685E+01
  0.27219050E+00 -0.53574444E+01
  0.28227163E+00 -0.54060120E+01
  0.29235276E+00 -0.54541057E+01
  0.30243389E+00 -0.55016690E+01
  0.31251502E+00 -0.55486548E+01
  0.32259615E+00 -0.55950239E+01
  0.33267728E+00 -0.56407451E+01
  0.34275841E+00 -0.56857945E+01
  0.35283954E+00 -0.57301550E+01
  0.36292067E+00 -0.57738156E+01
  0.37300179E+00 -0.58167713E+01
  0.38308292E+00 -0.58590223E+01
  0.39316405E+00 -0.59005735E+01
  0.40324518E+00 -0.59414337E+01
  0.41332631E+00 -0.59816160E+01
  0.42340744E+00 -0.60211360E+01
  0.43348857E+00 -0.60600123E+01
  0.44356970E+00 -0.60982656E+01
  0.45365083E+00 -0.61359182E+01
  0.46373196E+00 -0.61729936E+01
  0.47381309E+00 -0.62095158E+01
  0.48389422E+00 -0.62455093E+01
  0.49397535E+00 -0.62809982E+01
  0.50405648E+00 -0.63160062E+01
  0.51413761E+00 -0.63505560E+01
  0.52421874E+00 -0.63846687E+01
  0.53429987E+00 -0.64183644E+01
  0.54438100E+00 -0.64516607E+01
  0.55446213E+00 -0.64845734E+01
  0.56454326E+00 -0.65171160E+01
  0.57462439E+00 -0.65492994E+01
  0.58470552E+00 -0.65811317E+01
  0.59478665E+00 -0.66126186E+01
  0.60486778E+00 -0.66437628E+01
  0.61494890E+00 -0.66745642E+01
  0.62503003E+00 -0.67050198E+01
  0.63511116E+00 -0.67351238E+01
  0.64519229E+00 -0.67648679E+01
  0.65527342E+00 -0.67942406E+01
  0.66535455E+00 -0.68232284E+01
  0.67543568E+00 -0.68518149E+01
  0.68551681E+00 -0.68799815E+01
  0.69559794E+00 -0.69077077E+01
  0.70567907E+00 -0.69349706E+01
  0.71576020E+00 -0.69617458E+01
  0.72584133E+00 -0.69880070E+01
  0.73592246E+00 -0.70137268E+01
  0.74600359E+00 -0.70388762E+01
  0.75608472E+00 -0.70634256E+01
  0.76616585E+00 -0.70873440E+01
  0.77624698E+00 -0.71106004E+01
  0.78632811E+00 -0.71331629E+01
  0.79640924E+00 -0.71549997E+01
  0.80649037E+00 -0.71760786E+01
  0.81657150E+00 -0.71963680E+01
  0.82665263E+00 -0.72158363E+01
  0.83673376E+00 -0.72344525E+01
  0.84681489E+00 -0.72521864E+01
  0.85689601E+00 -0.72690085E+01
  0.86697714E+00 -0.72848904E+01
  0.87705827E+00 -0.72998049E+01
  0.88713940E+00 -0.73137258E+01
  0.89722053E+00 -0.73266287E+01
  0.90730166E+00 -0.73384905E+01
