  0.00000000E+00 -0.43713919E+01
  0.10081130E-01 -0.43733304E+01
  0.20162259E-01 -0.43791270E+01
  0.30243389E-01 -0.43887257E+01
  0.40324518E-01 -0.44020355E+01
  0.50405648E-01 -0.44189336E+01
  0.60486778E-01 -0.44392693E+01
  0.70567907E-01 -0.44628684E+01
  0.80649037E-01 -0.44895388E+01
  0.90730166E-01 -0.45190748E+01
  0.10081130E+00 -0.45512620E+01
  0.11089243E+00 -0.45858816E+01
  0.12097356E+00 -0.46227142E+01
  0.13105468E+00 -0.46615431E+01
  0.14113581E+00 -0.47021564E+01
  0.15121694E+00 -0.47443495E+01
  0.16129807E+00 -0.47879266E+01
  0.17137920E+00 -0.48327014E+01
  0.18146033E+00 -0.48784981E+01
  0.19154146E+00 -0.49251518E+01
  0.20162259E+00 -0.49725085E+01
  0.21170372E+00 -0.50204250E+01
  0.22178485E+00 -0.50687692E+01
  0.23186598E+00 -0.51174190E+01
  0.24194711E+00 -0.51662628E+01
  0.25202824E+00 -0.52151983E+01
  0.26210937E+00 -0.52641328E+01
  0.27219050E+00 -0.53129822E+01
  0.28227163E+00 -0.53616706E+01
  0.29235276E+00 -0.54101303E+01
  0.30243389E+00 -0.54583008E+01
  0.31251502E+00 -0.55061286E+01
  0.32259615E+00 -0.55535668E+01
  0.33267728E+00 -0.56005745E+01
  0.34275841E+00 -0.56471167E+01
  0.35283954E+00 -0.56931634E+01
  0.36292067E+00 -0.57386898E+01
  0.37300179E+00 -0.57836754E+01
  0.38308292E+00 -0.58281039E+01
  0.39316405E+00 -0.58719630E+01
  0.40324518E+00 -0.59152435E+01
  0.41332631E+00 -0.59579394E+01
  0.42340744E+00 -0.60000475E+01
  0.43348857E+00 -0.60415668E+01
  0.44356970E+00 -0.60824987E+01
  0.45365083E+00 -0.61228462E+01
  0.46373196E+00 -0.61626135E+01
  0.47381309E+00 -0.62018065E+01
  0.48389422E+00 -0.62404314E+01
  0.49397535E+00 -0.62784955E+01
  0.50405648E+00 -0.63160062E+01
  0.51413761E+00 -0.63529711E+01
  0.52421874E+00 -0.63893975E+01
  0.53429987E+00 -0.64252926E+01
  0.54438100E+00 -0.64606630E+01
  0.55446213E+00 -0.64955144E+01
  0.56454326E+00 -0.65298520E+01
  0.57462439E+00 -0.65636797E+01
  0.58470552E+00 -0.65970002E+01
  0.59478665E+00 -0.66298152E+01
  0.60486778E+00 -0.66621248E+01
  0.61494890E+00 -0.66939278E+01
  0.62503003E+00 -0.67252215E+01
  0.63511116E+00 -0.67560017E+01
  0.64519229E+00 -0.67862627E+01
  0.65527342E+00 -0.68159971E+01
  0.66535455E+00 -0.68451962E+01
  0.67543568E+00 -0.68738496E+01
  0.68551681E+00 -0.69019455E+01
  0.69559794E+00 -0.69294708E+01
  0.70567907E+00 -0.69564110E+01
  0.71576020E+00 -0.69827503E+01
  0.72584133E+00 -0.70084718E+01
  0.73592246E+00 -0.70335574E+01
  0.74600359E+00 -0.70579882E+01
  0.75608472E+00 -0.70817443E+01
  0.76616585E+00 -0.71048053E+01
  0.77624698E+00 -0.71271499E+01
  0.78632811E+00 -0.71487566E+01
