  0.00000000E+00 -0.32918129E+01
  0.10081130E-01 -0.32935076E+01
  0.20162259E-01 -0.32985712E+01
  0.30243389E-01 -0.33069435E+01
  0.40324518E-01 -0.33185270E+01
  0.50405648E-01 -0.33331911E+01
  0.60486778E-01 -0.33507777E+01
  0.70567907E-01 -0.33711070E+01
  0.80649037E-01 -0.33939834E+01
  0.90730166E-01 -0.34192014E+01
  0.10081130E+00 -0.34465514E+01
  0.11089243E+00 -0.34758235E+01
  0.12097356E+00 -0.35068120E+01
  0.13105468E+00 -0.35393181E+01
  0.14113581E+00 -0.35731517E+01
  0.15121694E+00 -0.36081337E+01
  0.16129807E+00 -0.36440962E+01
  0.17137920E+00 -0.36808831E+01
  0.18146033E+00 -0.37183506E+01
  0.19154146E+00 -0.37563663E+01
  0.20162259E+00 -0.37948096E+01
  0.21170372E+00 -0.38335704E+01
  0.22178485E+00 -0.38725491E+01
  0.23186598E+00 -0.39116557E+01
  0.24194711E+00 -0.39508089E+01
  0.25202824E+00 -0.39899361E+01
  0.26210937E+00 -0.40289721E+01
  0.27219050E+00 -0.40678588E+01
  0.28227163E+00 -0.41065446E+01
  0.29235276E+00 -0.41449837E+01
  0.30243389E+00 -0.41831359E+01
  0.31251502E+00 -0.42209660E+01
  0.32259615E+00 -0.42584431E+01
  0.33267728E+00 -0.42955406E+01
  0.34275841E+00 -0.43322356E+01
  0.35283954E+00 -0.43685088E+01
  0.36292067E+00 -0.44043439E+01
  0.37300179E+00 -0.44397274E+01
  0.38308292E+00 -0.44746483E+01
  0.39316405E+00 -0.45090981E+01
  0.40324518E+00 -0.45430704E+01
  0.41332631E+00 -0.45765604E+01
  0.42340744E+00 -0.46095652E+01
  0.43348857E+00 -0.46420833E+01
  0.44356970E+00 -0.46741145E+01
  0.45365083E+00 -0.47056596E+01
  0.46373196E+00 -0.47367205E+01
  0.47381309E+00 -0.47672998E+01
  0.48389422E+00 -0.47974006E+01
  0.49397535E+00 -0.48270268E+01
  0.50405648E+00 -0.48561822E+01
  0.51413761E+00 -0.48848712E+01
  0.52421874E+00 -0.49130981E+01
  0.53429987E+00 -0.49408671E+01
  0.54438100E+00 -0.49681823E+01
  0.55446213E+00 -0.49950475E+01
  0.56454326E+00 -0.50214662E+01
  0.57462439E+00 -0.50474412E+01
  0.58470552E+00 -0.50729749E+01
  0.59478665E+00 -0.50980691E+01
  0.60486778E+00 -0.51227247E+01
  0.61494890E+00 -0.51469419E+01
  0.62503003E+00 -0.51707202E+01
  0.63511116E+00 -0.51940581E+01
  0.64519229E+00 -0.52169530E+01
  0.65527342E+00 -0.52394017E+01
  0.66535455E+00 -0.52613998E+01
  0.67543568E+00 -0.52829422E+01
  0.68551681E+00 -0.53040225E+01
  0.69559794E+00 -0.53246338E+01
  0.70567907E+00 -0.53447679E+01
  0.71576020E+00 -0.53644161E+01
  0.72584133E+00 -0.53835685E+01
  0.73592246E+00 -0.54022147E+01
  0.74600359E+00 -0.54203436E+01
  0.75608472E+00 -0.54379434E+01
  0.76616585E+00 -0.54550017E+01
  0.77624698E+00 -0.54715057E+01
  0.78632811E+00 -0.54874421E+01
  0.79640924E+00 -0.55027973E+01
  0.80649037E+00 -0.55175576E+01
  0.81657150E+00 -0.55317091E+01
  0.82665263E+00 -0.55452378E+01
  0.83673376E+00 -0.55581298E+01
  0.84681489E+00 -0.55703713E+01
  0.85689601E+00 -0.55819488E+01
  0.86697714E+00 -0.55928491E+01
  0.87705827E+00 -0.56030594E+01
  0.88713940E+00 -0.56125674E+01
  0.89722053E+00 -0.56213614E+01
  0.90730166E+00 -0.56294303E+01
  0.91738279E+00 -0.56367637E+01
  0.92746392E+00 -0.56433521E+01
  0.93754505E+00 -0.56491867E+01
  0.94762618E+00 -0.56542597E+01
  0.95770731E+00 -0.56585641E+01
  0.96778844E+00 -0.56620941E+01
  0.97786957E+00 -0.56648447E+01
  0.98795070E+00 -0.56668122E+01
  0.99803183E+00 -0.56679939E+01
  0.10081542E+01 -0.56683879E+01
  0.10182765E+01 -0.56678589E+01
  0.10283988E+01 -0.56662728E+01
  0.10385212E+01 -0.56636331E+01
  0.10486435E+01 -0.56599451E+01
  0.10587658E+01 -0.56552165E+01
  0.10688882E+01 -0.56494571E+01
  0.10790105E+01 -0.56426787E+01
  0.10891328E+01 -0.56348954E+01
  0.10992552E+01 -0.56261232E+01
  0.11093775E+01 -0.56163803E+01
  0.11194999E+01 -0.56056866E+01
  0.11296222E+01 -0.55940644E+01
  0.11397445E+01 -0.55815372E+01
  0.11498669E+01 -0.55681308E+01
  0.11599892E+01 -0.55538726E+01
  0.11701115E+01 -0.55387912E+01
  0.11802339E+01 -0.55229173E+01
  0.11903562E+01 -0.55062825E+01
  0.12004785E+01 -0.54889198E+01
  0.12106009E+01 -0.54708632E+01
